Identifier	ScientificName	Parent TaxonID	Kingdom	Phylum	Sub Phylum	Class	Infraclass	Super Cohort	Cohort	Super Order	Order	Suborder	Infraorder	Superfamily	Family	Subfamily	Tribe	Genus	Species	Infraspecies	TaxonRank	FurtherInformationURL	TaxonomicStatus	TaxonRemarks	NamePublishedIn	ReferenceID
40275	Mus musculus (Linnaeus, 1758)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Mus 	musculus 		Species	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40276	Mus musculus musculus (Linnaeus, 1758)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Mus 	musculus 	musculus 	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40277	Mus musculus castaneus (Waterhouse, 1843)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Mus 	musculus 	castaneus 	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40278	Mus musculus domesticus (Schwarz and Schwarz, 1943)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Mus 	musculus 	domesticus	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40279	Mus musculus gentilulus (Thomas, 1919)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Mus 	musculus 	gentilulus 	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40280	Mastomys Thomas, 1916		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Mastomys 			Genus	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40281	Mastomys natalensis (Smith, 1834)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Mastomys 	natalensis 		Species	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40282	Mastomys coucha (Smith, 1836)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Mastomys 	coucha 		Species	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40283	Myomyscus Shortridge, 1942		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Myomyscus 			Genus	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40284	Myomyscus verreauxi (Smith, 1834)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Myomyscus 	verreauxi 		Species	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40285	Thallomys Thomas, 1920		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Thallomys 			Genus	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40286	Thallomys paedulcus (Sundevall, 1846)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Thallomys 	paedulcus 		Species	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40287	Thallomys nigricauda (Thomas, 1882)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Thallomys 	nigricauda		Species	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40288	Thallomys nigricauda damarensis (De Winton, 1897)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Thallomys 	nigricauda	damarensis  	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40289	Thallomys nigricauda bradfieldi (Roberts, 1933)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Thallomys 	nigricauda	bradfieldi 	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40290	Thallomys nigricauda kalaharicus (Dollman, 1911)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Thallomys 	nigricauda	kalaharicus  	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40291	Thallomys nigricauda davisi (Lundholm, , 1955)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Thallomys 	nigricauda	davisi 	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40292	Thallomys nigricauda shortridgei (Thomas and Hinton, 1923)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Thallomys 	nigricauda	shortridgei 	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40293	Micaelamys Ellerman, 1941		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Micaelamys 			Genus	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40294	Micaelamys namaquensis (Smith, 1834)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Micaelamys 	namaquensis 		Species	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40295	Micaelamys namaquensis namaquensis (Smith, 1834)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Micaelamys 	namaquensis 	namaquensis	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40296	Micaelamys namaquensis lehocla Smith, 1836		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Micaelamys 	namaquensis 	lehocla	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40297	Micaelamys namaquensis alborarius Peters, 1852		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Micaelamys 	namaquensis 	alborarius	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40298	Micaelamys namaquensis monticularis Jameson, 1909		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Micaelamys 	namaquensis 	monticularis	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40299	Micaelamys granti (Wroughton, 1908)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Micaelamys  	granti 		Species	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40300	Rattus Fischer, 1803		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Rattus  			Genus	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40301	Rattus norvegicus (Berkenout, 1769)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Rattus  	norvegicus 		Species	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40302	Rattus rattus (Linnaeus, 1758)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Rattus 	rattus 		Species	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40303	Rattus tanezumi (Temminck, 1844)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Rattus 	tanezumi 		Species	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40304	Otomyini		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae	Otomyini				Tribe	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40305	Otomys Cuvier, 1824		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae	Otomyini	Otomys 			Genus	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40306	Otomys laminatus (Thomas & Schwann, 1905)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae	Otomyini	Otomys 	laminatus		Species	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40307	Otomys laminatus laminatus (Thomas & Schwann, 1905)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae	Otomyini	Otomys 	laminatus	laminatus	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40308	Otomys laminatus silberbaueri Roberts, 1919		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae	Otomyini	Otomys 	laminatus	silberbaueri	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40309	Otomys laminatus pondoensis Roberts, 1924		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae	Otomyini	Otomys 	laminatus	pondoensis	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40310	Otomys laminatus mariepsi Roberts, 1929		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae	Otomyini	Otomys 	laminatus	mariepsi	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40311	Otomys laminatus fannini (Roberts, 1951)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae	Otomyini	Otomys 	laminatus	fannini	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40312	Otomys angoniensis (Wroughton, 1906)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae	Otomyini	Otomys 	angoniensis 		Species	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40313	Otomys angoniensis rowleyi Thomas, 1918		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae	Otomyini	Otomys 	angoniensis 	rowleyi	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40314	Otomys angoniensis maximus Roberts, 1924		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae	Otomyini	Otomys 	angoniensis 	maximus	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40315	Otomys angoniensis tugelensis Roberts, 1929		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae	Otomyini	Otomys 	angoniensis 	tugelensis	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40316	Otomys saundersiae (Roberts, 1929)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae	Otomyini	Otomys 	saundersiae		Species	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40317	Otomys irroratus (Brants, 1827)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae	Otomyini	Otomys 	irroratus 		Species	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40318	Otomys sloggetti (Thomas, 1902)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae	Otomyini	Otomys 	sloggetti 		Species	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40319	Otomys sloggetti sloggetti (Thomas, 1902)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae	Otomyini	Otomys 	sloggetti 	sloggetti 	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40320	Otomys sloggetti turneri Wroughton, 1907		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae	Otomyini	Otomys 	sloggetti 	turneri	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
